CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLE,JLOCATION,JFOUNDATION,JSECURED
18010739,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010740,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010741,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010742,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010743,201801,13.472700000000001,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010744,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010745,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010746,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010747,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010748,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010749,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010750,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010751,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010752,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010753,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010754,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010755,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010756,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010757,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010758,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010759,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010760,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010761,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010762,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010763,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010764,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010765,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010766,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010767,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010768,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010769,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010770,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010771,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010772,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010773,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010774,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010775,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010776,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010777,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010778,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010779,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010780,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010781,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010782,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010783,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010784,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010785,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010786,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010787,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010788,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010789,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010790,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010791,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010792,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010793,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010794,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010795,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010796,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010797,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010798,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010799,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010800,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010801,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010802,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010803,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010804,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010805,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010806,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010807,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010808,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010809,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010810,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010811,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010812,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010813,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010814,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010815,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010816,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010817,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010818,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010819,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010820,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010821,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010822,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010823,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010824,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010825,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010826,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010827,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010828,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010829,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010830,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010831,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010832,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010833,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010834,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010835,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010836,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010837,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010838,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010839,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010840,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010841,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010842,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010843,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010844,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010845,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010846,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010847,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010848,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010849,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010850,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010851,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010852,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010853,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010854,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010855,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010856,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010857,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010858,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010859,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010860,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010861,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010862,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010863,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010864,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010865,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010866,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010867,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010868,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010869,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010870,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010871,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010872,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010873,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010874,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010875,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010876,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010877,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010878,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010879,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010880,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010881,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010882,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010883,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010884,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010885,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010886,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010887,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010888,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010889,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010890,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010891,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010892,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010893,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010894,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010895,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010896,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010897,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010898,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010899,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010900,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010901,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010902,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010903,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010904,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010905,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010906,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010907,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010908,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010909,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010910,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010911,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010912,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010913,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010914,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010915,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010916,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010917,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010918,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010919,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010920,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010921,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010922,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010923,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010924,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010925,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010926,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010927,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010928,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010929,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010930,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010931,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010932,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010933,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010934,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010935,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010936,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010937,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010938,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010939,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010940,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010941,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010942,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010943,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010944,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010945,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010946,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010947,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010948,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010949,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010950,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010951,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010952,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010953,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010954,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010955,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010956,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010957,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010958,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010959,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010960,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010961,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010962,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010963,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010964,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010965,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010966,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010967,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010968,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010969,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010970,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010971,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010972,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010973,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010974,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010975,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010976,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010977,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010978,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010979,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010980,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010981,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010982,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010983,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010984,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010985,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010986,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010987,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010988,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010989,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010990,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010991,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010992,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010993,201801,27.1429,1.0717,3,2,2,94000,1900,3,2,3,2,1,R,R,R,R,R,R,R,R
18010994,201801,27.1429,1.0717,3,2,2,58000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
18010995,201801,5.6281,1.0717,5,3,2,119000,1500,3,2,1,3,1,R,R,R,R,R,R,R,R
18010996,201801,8.4421,1.0717,4,2,2,91000,1100,3,2,3,3,1,I,I,I,I,I,I,I,I
18010997,201801,8.4421,1.0717,4,2,2,110000,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
18010998,201801,8.4421,1.0717,4,2,2,105000,2100,3,1,3,3,1,R,R,R,R,R,R,R,R
18010999,201801,8.4421,1.0717,4,2,2,83000,1300,3,2,3,2,1,R,R,R,R,R,R,R,R
18011000,201801,8.4421,1.0717,4,2,2,80000,970,1,2,1,3,1,R,R,R,R,R,R,R,R
18011001,201801,8.4421,1.0717,4,2,2,108000,1600,3,1,3,2,1,R,R,R,R,R,R,R,R
18011002,201801,8.4421,1.0717,4,2,2,84000,1200,1,2,3,3,1,R,R,R,R,R,R,R,R
18011003,201801,8.4421,1.0717,4,2,2,105000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
