SECTIONS,shipmonth,weight,status,region,TITLED,wgtadj,jstatus,jprice,jsqft,jbedroom,price,sqft,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured,controlid
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120582
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120583
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120584
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120585
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120586
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120587
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120588
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120589
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120590
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120591
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120592
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120593
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120594
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120595
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120596
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120597
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120598
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120599
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120600
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120601
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120602
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120603
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120604
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120605
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120606
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120607
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120608
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120609
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120610
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120611
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120612
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120613
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120614
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120615
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120616
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120617
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120618
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120619
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120620
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120621
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120622
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120623
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120624
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120625
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120626
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120627
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120628
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120629
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120630
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120631
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120632
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120633
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120634
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120635
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120636
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120637
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120638
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120639
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120640
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120641
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120642
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120643
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120644
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120645
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120646
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120647
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120648
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120649
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120650
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120651
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120652
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120653
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120654
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120655
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120656
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120657
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120658
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120659
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120660
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120661
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120662
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120663
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120664
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120665
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120666
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120667
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120668
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120669
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120670
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120671
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120672
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120673
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120674
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120675
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120676
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120677
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120678
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120679
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120680
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120681
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120682
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120683
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120684
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120685
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120686
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120687
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120688
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120689
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120690
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120691
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120692
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120693
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120694
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120695
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120696
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120697
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120698
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120699
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120700
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120701
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120702
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120703
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120704
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120705
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120706
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120707
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120708
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120709
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120710
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120711
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120712
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120713
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120714
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120715
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120716
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120717
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120718
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120719
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120720
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120721
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120722
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120723
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120724
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120725
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120726
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120727
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120728
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120729
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120730
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120731
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120732
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120733
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120734
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120735
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120736
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120737
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120738
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120739
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120740
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120741
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120742
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120743
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120744
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120745
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120746
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120747
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120748
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120749
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120750
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120751
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120752
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120753
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120754
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120755
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120756
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120757
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120758
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120759
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120760
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120761
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120762
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120763
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120764
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120765
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120766
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120767
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120768
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120769
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120770
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120771
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120772
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120773
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120774
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120775
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120776
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120777
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120778
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120779
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120780
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120781
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120782
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120783
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120784
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120785
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120786
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120787
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120788
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120789
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120790
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120791
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120792
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120793
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120794
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120795
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120796
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120797
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120798
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120799
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120800
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120801
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120802
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120803
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120804
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120805
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120806
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120807
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120808
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120809
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120810
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120811
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120812
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120813
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120814
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120815
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120816
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120817
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120818
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120819
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120820
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120821
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120822
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120823
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120824
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120825
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120826
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120827
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120828
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120829
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120830
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120831
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120832
1,201612,1.0,3,5,9,1.077090900416799,R,9,9,9,9,9,9,9,9,9,9,9,9,9,16120833
