SQFT,weight,shipmonth,status,SECTIONS,LOCREGIN,TITLED,wgtadj,controlid,jstatus,jprice,jsqft,jbedroom,price,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured
9,8.694736842105263,201510,3,2,5,9,1.0134890326244423,1510405,R,9,9,9,9,9,9,9,9,9,9,9,9
1216,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511001,R,R,R,R,50000,R,R,R,R,1,3,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511002,R,R,R,R,40100,R,R,R,R,3,3,3,1
840,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511003,R,R,R,R,33800,R,R,R,R,1,1,3,1
840,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511004,I,I,I,I,39300,I,I,I,I,1,1,3,1
676,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511005,I,I,I,I,34300,I,I,I,I,1,1,3,1
840,9.863636363636363,201511,2,1,4,2,0.9883779435248281,1511006,R,I,R,R,39300,R,R,I,I,1,3,3,1
1216,14.473684210526315,201511,2,1,4,1,0.9883779435248281,1511007,I,I,I,I,50800,I,I,I,I,3,1,2,1
1056,9.35,201511,2,1,1,2,0.9883779435248281,1511008,R,R,R,R,64000,I,R,R,R,3,1,3,1
980,9.35,201511,2,1,1,2,0.9883779435248281,1511009,R,R,R,R,54800,R,R,R,R,1,3,3,1
924,9.35,201511,2,1,1,2,0.9883779435248281,1511010,R,R,R,R,59900,R,R,R,R,3,1,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511011,I,I,I,I,48800,I,I,I,I,3,3,3,1
500,43.642857142857146,201511,2,1,3,3,0.9883779435248281,1511012,I,I,I,I,28300,I,I,I,I,1,3,3,1
840,43.642857142857146,201511,2,1,3,3,0.9883779435248281,1511013,R,R,R,R,56900,R,R,R,R,1,1,2,1
500,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511014,R,R,R,R,24000,R,R,R,R,1,3,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511015,R,R,R,R,24000,R,R,R,R,3,1,3,1
1152,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511016,I,I,I,I,48800,I,I,I,I,3,1,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511017,R,R,R,R,46000,R,R,R,R,3,3,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511018,R,I,R,R,50800,R,R,R,R,3,3,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511019,I,I,I,I,50800,I,I,I,I,3,1,3,1
960,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511020,I,I,I,I,43000,I,I,I,I,3,1,3,1
980,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511021,R,R,R,R,55000,R,R,R,R,1,1,2,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511022,R,R,R,R,49900,R,R,R,R,3,1,3,1
784,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511023,R,R,R,R,30200,R,R,R,R,1,3,3,1
1280,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511024,R,R,R,R,46200,R,R,R,R,3,3,3,1
960,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511025,R,R,R,R,31600,R,R,R,R,1,3,2,1
1280,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511026,R,R,R,R,40000,R,R,R,R,3,3,3,1
1152,9.863636363636363,201511,2,1,2,3,0.9883779435248281,1511027,I,I,I,I,48800,I,I,I,I,3,1,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511028,R,I,R,R,50800,R,R,R,R,3,1,3,1
1216,9.863636363636363,201511,2,1,2,1,0.9883779435248281,1511029,R,R,R,R,43900,R,R,R,R,3,1,3,1
1056,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511030,I,I,I,I,45900,I,I,I,I,3,1,3,1
1056,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511031,R,R,R,R,51000,R,R,R,R,3,1,3,1
1152,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511032,I,I,I,I,48800,I,I,I,I,3,1,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511033,I,I,I,I,50800,I,I,I,I,3,1,3,1
960,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511034,R,R,R,R,32500,R,R,R,R,3,1,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511035,R,R,R,R,26700,R,R,R,R,3,1,2,1
924,9.863636363636363,201511,2,1,2,1,0.9883779435248281,1511036,I,I,I,I,41900,I,I,I,I,1,1,3,1
960,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511037,R,R,R,R,39500,I,R,R,R,1,1,3,1
1248,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511038,R,R,R,R,37000,R,R,R,R,3,3,3,1
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511039,I,I,I,I,50800,I,I,I,I,3,3,3,1
924,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511040,I,I,I,I,41900,I,I,I,I,3,3,3,1
960,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511041,R,R,R,R,43300,R,R,R,R,1,1,3,1
1152,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511042,R,R,R,R,78300,R,R,R,R,3,1,3,1
840,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511043,I,I,I,I,39300,I,I,I,I,1,3,2,1
644,14.473684210526315,201511,2,1,4,2,0.9883779435248281,1511044,I,I,I,I,33300,I,I,I,I,3,3,3,1
924,9.35,201511,2,1,1,2,0.9883779435248281,1511045,R,R,R,R,47700,R,R,R,R,1,3,3,1
924,9.35,201511,2,1,1,2,0.9883779435248281,1511046,R,R,R,R,45000,R,R,R,R,1,1,2,1
1216,9.863636363636363,201511,2,1,2,1,0.9883779435248281,1511047,I,I,I,I,50800,I,I,I,I,3,1,3,1
1064,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511048,I,I,I,I,46100,I,I,I,I,3,1,3,1
924,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511049,R,R,R,R,47100,R,R,R,R,1,1,3,1
960,9.35,201511,2,1,1,2,0.9883779435248281,1511050,R,I,R,R,43000,R,R,R,R,1,1,3,1
840,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511051,I,I,I,I,39300,I,I,I,I,1,3,3,1
1216,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511052,I,I,I,I,50800,I,I,I,I,3,3,3,1
1400,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511053,R,R,R,R,68800,R,R,R,R,3,1,3,1
924,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511054,R,R,R,R,33600,R,R,R,R,3,3,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511055,R,R,R,R,40000,R,R,R,R,3,3,3,1
1216,43.642857142857146,201511,2,1,3,3,0.9883779435248281,1511056,R,I,R,R,50800,R,R,R,R,3,1,3,1
1400,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511057,R,R,R,R,55400,R,R,R,R,3,3,3,1
1400,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511058,I,I,I,I,57600,I,I,I,I,3,3,2,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511059,I,I,I,I,48800,I,I,I,I,3,3,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511060,R,R,R,R,49500,R,R,R,R,3,3,3,1
960,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511061,R,R,R,R,47000,R,R,R,R,1,1,3,1
1152,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511062,R,R,R,R,24000,R,R,R,R,3,3,2,1
1152,43.642857142857146,201511,2,1,3,1,0.9883779435248281,1511063,R,R,R,R,50000,R,R,R,R,3,3,3,1
924,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511064,R,R,R,R,37100,R,R,R,R,3,3,3,1
1056,9.863636363636363,201511,2,1,2,1,0.9883779435248281,1511065,I,I,I,I,45900,I,I,I,I,3,1,3,1
840,14.473684210526315,201511,2,1,4,1,0.9883779435248281,1511066,R,R,R,R,78300,R,R,R,R,1,3,1,9
1064,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511067,I,I,I,I,46100,I,I,I,I,3,3,1,9
1152,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511068,I,I,I,I,48800,I,I,I,I,3,1,1,9
1064,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511069,R,I,R,R,46100,R,R,R,R,3,1,1,9
1280,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511070,R,R,R,R,46600,R,R,R,R,3,3,1,9
1312,43.642857142857146,201511,2,1,3,1,0.9883779435248281,1511071,R,R,R,R,57000,R,R,R,R,3,3,1,9
1056,9.863636363636363,201511,2,1,2,3,0.9883779435248281,1511072,R,I,R,R,45900,I,R,R,R,3,1,1,9
1152,9.863636363636363,201511,2,1,2,1,0.9883779435248281,1511073,I,I,I,I,48800,I,I,I,I,3,1,1,9
1280,9.35,201511,2,1,2,2,0.9883779435248281,1511074,I,I,I,I,52700,I,I,I,I,3,3,1,9
1216,9.35,201511,2,1,1,2,0.9883779435248281,1511075,R,9,R,R,9,R,R,R,R,3,1,1,9
924,9.35,201511,2,1,1,2,0.9883779435248281,1511076,R,R,R,R,39700,R,R,R,R,3,3,1,9
1056,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511077,R,R,R,R,35900,R,R,R,R,3,1,1,9
1216,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511078,R,R,R,R,72200,R,R,R,R,3,1,1,9
1056,9.863636363636363,201511,2,1,2,2,0.9883779435248281,1511079,I,I,I,I,45900,I,I,I,I,3,1,1,9
896,9.35,201511,2,1,1,2,0.9883779435248281,1511080,R,R,R,R,95500,R,R,R,R,1,1,1,9
1056,43.642857142857146,201511,2,1,3,2,0.9883779435248281,1511081,R,R,R,R,39000,R,R,R,R,3,3,1,9
960,43.642857142857146,201511,2,1,3,1,0.9883779435248281,1511082,I,I,I,I,43000,I,I,I,I,1,3,1,9
924,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511083,R,R,R,R,40000,9,9,9,9,1,9,9,9
1216,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511084,R,R,R,R,45900,9,9,9,9,3,9,9,9
1216,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511085,R,R,R,R,37900,9,9,9,9,3,9,9,9
900,14.473684210526315,201511,1,1,4,9,0.9883779435248281,1511086,R,R,R,R,78300,9,9,9,9,1,9,9,9
1216,14.473684210526315,201511,1,1,4,9,0.9883779435248281,1511087,R,R,R,R,56900,9,9,9,9,3,9,9,9
676,14.473684210526315,201511,1,1,4,9,0.9883779435248281,1511088,R,R,R,R,69000,9,9,9,9,1,9,9,9
644,14.473684210526315,201511,1,1,4,9,0.9883779435248281,1511089,R,R,R,R,36000,9,9,9,9,3,9,9,9
784,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511090,R,R,R,R,28900,9,9,9,9,1,9,9,9
1216,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511091,R,R,R,R,53000,9,9,9,9,3,9,9,9
1280,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511092,R,R,R,R,39900,9,9,9,9,3,9,9,9
1152,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511093,R,R,R,R,42300,9,9,9,9,3,9,9,9
1152,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511094,R,R,R,R,52800,9,9,9,9,3,9,9,9
1152,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511095,R,R,R,R,24000,9,9,9,9,3,9,9,9
960,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511096,R,R,R,R,36900,9,9,9,9,1,9,9,9
840,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511097,R,R,R,R,68800,9,9,9,9,1,9,9,9
672,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511098,R,R,R,R,32000,9,9,9,9,1,9,9,9
1064,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511099,R,R,R,R,34200,9,9,9,9,3,9,9,9
1152,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511100,R,R,R,R,43900,9,9,9,9,3,9,9,9
924,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511101,R,R,R,R,32800,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511102,R,R,R,R,35000,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511103,R,R,R,R,35000,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511104,R,R,R,R,37000,9,9,9,9,3,9,9,9
1056,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511105,R,R,R,R,51000,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511106,R,R,R,R,72200,9,9,9,9,3,9,9,9
1216,9.35,201511,1,1,1,9,0.9883779435248281,1511107,R,R,R,R,52100,9,9,9,9,3,9,9,9
1140,9.863636363636363,201511,1,1,4,9,0.9883779435248281,1511108,R,I,R,R,48400,9,9,9,9,3,9,9,9
1152,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511109,I,I,I,I,48800,9,9,9,9,3,9,9,9
1152,43.642857142857146,201511,1,1,3,9,0.9883779435248281,1511110,I,I,I,I,48800,9,9,9,9,3,9,9,9
1280,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511111,I,I,I,I,52700,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511112,I,I,I,I,50800,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511113,I,I,I,I,50800,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511114,I,I,I,I,50800,9,9,9,9,3,9,9,9
1152,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511115,R,I,I,I,48800,9,9,9,9,3,9,9,9
1152,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511116,I,I,I,I,48800,9,9,9,9,3,9,9,9
1152,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511117,I,I,I,I,48800,9,9,9,9,3,9,9,9
1152,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511118,I,I,I,I,48800,9,9,9,9,3,9,9,9
1216,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511119,I,I,I,I,50800,9,9,9,9,3,9,9,9
1280,9.863636363636363,201511,1,1,2,9,0.9883779435248281,1511120,R,I,R,R,52700,9,9,9,9,3,9,9,9
896,9.35,201511,1,1,1,9,0.9883779435248281,1511121,I,I,I,I,41000,9,9,9,9,1,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511122,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511123,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511124,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511125,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511126,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511127,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511128,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511129,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511130,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511131,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511132,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511133,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511134,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511135,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511136,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511137,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511138,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511139,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511140,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511141,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511142,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511143,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511144,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511145,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511146,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511147,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511148,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511149,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511150,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511151,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511152,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511153,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511154,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511155,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511156,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511157,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511158,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511159,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511160,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511161,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511162,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511163,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511164,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511165,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511166,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511167,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511168,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511169,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511170,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511171,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511172,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511173,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511174,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511175,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511176,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511177,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511178,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511179,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511180,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511181,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511182,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511183,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511184,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511185,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511186,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511187,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511188,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511189,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511190,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511191,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511192,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511193,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511194,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511195,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511196,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511197,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511198,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511199,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511200,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511201,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511202,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511203,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201511,3,1,3,9,0.9883779435248281,1511204,R,9,9,9,9,9,9,9,9,9,9,9,9
2304,21.821428571428573,201511,2,2,3,2,1.0200654739998076,1511205,R,R,R,R,82100,R,R,R,R,3,3,3,1
1344,21.821428571428573,201511,2,2,3,2,1.0200654739998076,1511206,R,R,R,R,51900,R,R,R,R,3,3,3,1
2600,21.821428571428573,201511,2,2,3,2,1.0200654739998076,1511207,R,R,R,R,104000,R,R,R,R,3,3,3,1
1680,21.821428571428573,201511,2,2,3,2,1.0200654739998076,1511208,R,R,R,R,54000,R,R,R,R,3,3,3,1
2016,21.821428571428573,201511,2,2,3,2,1.0200654739998076,1511209,R,R,R,R,71600,R,R,R,R,3,3,3,1
1512,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511210,I,I,I,I,89200,I,I,I,I,3,3,3,1
1296,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511211,R,R,R,R,90000,R,R,R,R,3,3,3,1
1512,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511212,R,R,R,R,71000,R,R,R,R,3,1,3,1
1782,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511213,R,R,R,R,86500,R,R,R,R,3,3,3,1
1296,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511214,R,R,R,R,62100,R,R,R,R,1,3,3,1
1404,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511215,R,R,R,R,102000,R,R,R,R,1,3,3,1
1296,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511216,I,I,I,I,82600,I,I,I,I,1,3,3,1
1323,7.2368421052631575,201511,2,2,4,1,1.0200654739998076,1511217,R,R,R,R,77900,R,R,R,R,1,3,3,1
1512,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511218,R,R,R,R,100900,R,R,R,R,1,1,3,1
1144,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511219,R,R,R,R,80000,R,R,R,R,1,1,3,1
1188,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511220,R,R,R,R,85500,R,R,R,R,1,1,3,1
1440,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511221,R,R,R,R,105600,R,R,R,R,3,3,3,1
1350,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511222,R,R,R,R,75000,R,R,R,R,3,1,2,1
1408,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511223,I,I,I,I,86000,I,I,I,I,3,1,2,1
1566,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511224,R,I,R,R,90800,R,R,R,R,3,1,3,1
1344,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511225,R,R,R,R,63500,R,R,R,R,3,1,2,1
1188,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511226,I,I,I,I,79300,I,I,I,I,1,1,3,1
1144,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511227,R,R,R,R,79900,R,R,R,R,3,1,3,1
2400,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511228,I,I,I,I,117200,I,I,I,I,3,1,2,1
1456,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511229,I,I,I,I,87500,I,I,I,I,3,1,3,1
1740,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511230,R,R,R,R,238500,R,R,R,R,3,1,2,1
1056,7.2368421052631575,201511,2,2,4,2,1.0200654739998076,1511231,R,R,R,R,75000,R,R,R,R,3,3,2,1
1806,4.824561403508771,201511,2,3,5,2,1.0200654739998076,1511232,R,R,R,R,93000,R,R,R,R,3,1,2,1
