control,shipmonth,weight,wgtadj,status,region,titled,sections,price,sqft,bedrooms,location,foundation,secured,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
17090389,201709,8.6158,1.1021,2,4,1,2,109000,1200,3,1,1,9,I,I,I,I,I,I,I,I
17090390,201709,8.6158,1.1021,2,4,2,2,80000,1400,1,3,1,9,R,R,R,R,R,R,R,R
17090391,201709,8.6158,1.1021,2,4,1,2,113000,1300,1,1,1,9,I,I,I,I,I,I,I,I
17090392,201709,8.6158,1.1021,2,4,1,2,53600,1300,3,3,1,9,R,R,R,R,R,R,R,R
17090393,201709,8.6158,1.1021,2,4,2,2,113000,1300,3,1,1,9,I,I,I,I,I,I,I,I
17090394,201709,8.6158,1.1021,2,4,1,2,128000,1800,3,3,1,9,I,I,I,I,I,I,I,I
17090395,201709,8.6158,1.1021,2,4,1,2,126000,1800,1,3,1,9,I,I,I,I,I,I,I,I
17090396,201709,8.6158,1.1021,2,4,1,2,118000,1500,3,3,1,9,I,I,I,I,I,I,I,I
17090397,201709,8.6158,1.1021,2,4,2,2,114000,1400,1,3,1,9,I,I,I,I,I,I,I,I
17090398,201709,8.6158,1.1021,2,4,2,2,85000,1500,3,3,1,9,R,R,R,R,R,R,R,R
17090399,201709,8.6158,1.1021,2,4,1,2,102000,900,3,3,1,9,I,I,I,I,I,I,I,I
17090400,201709,16.938100000000002,1.1021,2,5,2,3,73800,1600,3,3,3,1,I,I,I,I,I,I,I,I
17090401,201709,16.938100000000002,1.1021,2,5,2,3,172000,2800,3,3,1,9,R,R,R,R,R,R,R,R
17090402,201709,5.7439,1.1021,2,5,2,3,110000,1800,1,1,3,1,R,R,R,R,R,R,R,R
17090403,201709,5.7439,1.1021,2,5,1,3,194000,2600,3,3,3,1,R,R,R,R,R,R,R,R
17090404,201709,5.7439,1.1021,2,5,1,3,209000,2600,3,3,1,9,R,R,R,R,R,R,R,R
17090405,201709,5.7439,1.1021,3,5,9,3,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100001,201710,11.933300000000001,0.9075,1,1,9,1,41000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100002,201710,11.933300000000001,0.9075,1,1,9,1,58000,900,1,9,9,9,R,R,R,R,9,9,9,9
17100003,201710,11.933300000000001,0.9075,1,1,9,1,45000,900,3,9,9,9,R,R,R,R,9,9,9,9
17100004,201710,11.933300000000001,0.9075,2,1,2,1,36000,800,1,1,3,1,R,R,R,R,R,R,R,R
17100005,201710,11.933300000000001,0.9075,2,1,2,1,37000,600,1,1,3,1,I,I,I,I,I,I,I,I
17100006,201710,11.933300000000001,0.9075,2,1,2,1,52000,1100,3,1,3,1,R,R,R,R,R,R,R,R
17100007,201710,11.933300000000001,0.9075,2,1,1,1,53000,800,1,3,3,1,R,R,R,R,R,R,R,R
17100008,201710,11.933300000000001,0.9075,2,1,2,1,47000,800,1,3,3,1,R,R,R,R,R,R,R,R
17100009,201710,11.933300000000001,0.9075,2,1,2,1,48000,1100,3,1,3,1,I,I,I,I,I,I,I,I
17100010,201710,11.933300000000001,0.9075,2,1,2,1,43000,600,1,1,3,1,R,R,R,R,R,R,R,R
17100011,201710,11.933300000000001,0.9075,2,1,2,1,55000,1100,3,1,3,1,R,R,R,R,R,R,R,R
17100012,201710,11.933300000000001,0.9075,2,1,2,1,39000,800,1,1,3,1,R,R,R,R,R,R,R,R
17100013,201710,11.933300000000001,0.9075,2,1,2,1,41000,800,1,1,3,1,R,I,I,I,I,I,I,I
17100014,201710,11.933300000000001,0.9075,2,1,2,1,37000,800,1,3,3,1,R,R,R,R,R,R,R,R
17100015,201710,11.933300000000001,0.9075,2,1,2,1,9,800,1,1,1,9,R,9,I,I,I,I,I,R
17100016,201710,11.933300000000001,0.9075,2,1,1,1,9,800,1,1,1,9,R,9,I,I,I,I,I,R
17100017,201710,11.933300000000001,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100018,201710,16.7818,0.9075,1,2,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100019,201710,16.7818,0.9075,1,2,9,1,50000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100020,201710,16.7818,0.9075,1,2,9,1,35000,700,1,9,9,9,I,I,I,I,9,9,9,9
17100021,201710,16.7818,0.9075,1,2,9,1,47000,1000,3,9,9,9,I,I,I,I,9,9,9,9
17100022,201710,16.7818,0.9075,1,2,9,1,48000,1100,3,9,9,9,R,I,I,I,9,9,9,9
17100023,201710,16.7818,0.9075,1,2,9,1,44000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100024,201710,16.7818,0.9075,1,2,9,1,42000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100025,201710,16.7818,0.9075,1,2,9,1,48000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17100026,201710,16.7818,0.9075,1,2,9,1,60000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100027,201710,16.7818,0.9075,1,2,9,1,49000,1000,3,9,9,9,R,R,R,R,9,9,9,9
17100028,201710,16.7818,0.9075,1,2,9,1,50000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100029,201710,16.7818,0.9075,1,2,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100030,201710,16.7818,0.9075,1,2,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100031,201710,16.7818,0.9075,1,2,9,1,36000,1000,3,9,9,9,R,R,R,R,9,9,9,9
17100032,201710,16.7818,0.9075,1,2,9,1,45000,1000,3,9,9,9,I,I,I,I,9,9,9,9
17100033,201710,16.7818,0.9075,1,2,9,1,49000,900,1,9,9,9,R,R,R,R,9,9,9,9
17100034,201710,16.7818,0.9075,1,2,9,1,42000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100035,201710,16.7818,0.9075,1,2,9,1,54000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100036,201710,16.7818,0.9075,1,2,9,1,48000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17100037,201710,16.7818,0.9075,1,2,9,1,40000,700,1,9,9,9,R,I,R,R,9,9,9,9
17100038,201710,16.7818,0.9075,1,2,9,1,43000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100039,201710,16.7818,0.9075,1,2,9,1,35000,700,1,9,9,9,R,I,I,I,9,9,9,9
17100040,201710,16.7818,0.9075,1,2,9,1,53000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100041,201710,16.7818,0.9075,1,2,9,1,43000,900,1,9,9,9,I,I,I,I,9,9,9,9
17100042,201710,16.7818,0.9075,1,2,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100043,201710,16.7818,0.9075,1,2,9,1,48000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17100044,201710,16.7818,0.9075,1,2,9,1,40000,700,1,9,9,9,I,I,I,I,9,9,9,9
17100045,201710,16.7818,0.9075,1,2,9,1,57000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100046,201710,16.7818,0.9075,1,2,9,1,66800,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100047,201710,16.7818,0.9075,2,2,3,1,52000,1200,3,1,3,1,I,I,I,I,I,I,I,I
17100048,201710,16.7818,0.9075,2,2,3,1,9,1100,3,1,3,1,R,9,R,R,R,R,R,R
17100049,201710,16.7818,0.9075,2,2,2,1,9,1100,3,1,2,1,R,9,R,R,R,R,R,R
17100050,201710,16.7818,0.9075,2,2,2,1,46000,700,1,3,3,1,R,R,R,R,R,R,R,R
17100051,201710,16.7818,0.9075,2,2,2,1,50000,1200,3,1,3,1,R,R,R,R,R,R,R,R
17100052,201710,16.7818,0.9075,2,2,2,1,48000,1100,3,1,3,1,I,I,I,I,I,I,I,I
17100053,201710,16.7818,0.9075,2,2,2,1,48000,1100,1,1,3,1,R,I,R,R,R,R,R,R
17100054,201710,16.7818,0.9075,2,2,2,1,59000,1200,1,1,3,1,R,R,R,R,R,R,R,R
17100055,201710,16.7818,0.9075,2,2,1,1,66800,1200,3,3,1,9,R,R,R,R,R,R,R,R
17100056,201710,16.7818,0.9075,2,2,1,1,49000,1100,3,1,1,9,I,I,I,I,I,I,I,I
17100057,201710,16.7818,0.9075,2,2,1,1,52000,1200,3,3,1,9,I,I,I,I,I,I,I,I
17100058,201710,16.7818,0.9075,2,2,2,1,41000,700,1,1,1,9,R,R,R,R,R,R,R,R
17100059,201710,16.7818,0.9075,2,2,2,1,41000,700,1,1,1,9,R,R,R,R,R,R,R,R
17100060,201710,16.7818,0.9075,2,2,1,1,48000,1100,1,1,1,9,I,I,I,I,I,I,I,I
17100061,201710,16.7818,0.9075,2,2,2,1,52000,1200,1,1,1,9,I,I,I,I,I,I,I,I
17100062,201710,16.7818,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100063,201710,52.75,0.9075,1,3,9,1,52000,1200,3,9,9,9,R,I,I,I,9,9,9,9
17100064,201710,52.75,0.9075,1,3,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100065,201710,52.75,0.9075,1,3,9,1,46000,1000,3,9,9,9,R,R,R,R,9,9,9,9
17100066,201710,52.75,0.9075,1,3,9,1,54000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100067,201710,15.978900000000001,0.9075,1,3,9,1,44000,900,3,9,9,9,I,I,I,I,9,9,9,9
17100068,201710,52.75,0.9075,1,3,9,1,48000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17100069,201710,52.75,0.9075,1,3,9,1,55000,1200,1,9,9,9,R,R,R,R,9,9,9,9
17100070,201710,52.75,0.9075,1,3,9,1,42000,900,3,9,9,9,R,R,R,R,9,9,9,9
17100071,201710,52.75,0.9075,1,3,9,1,54000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100072,201710,52.75,0.9075,1,3,9,1,42000,900,3,9,9,9,R,R,R,R,9,9,9,9
17100073,201710,52.75,0.9075,1,3,9,1,40000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100074,201710,52.75,0.9075,1,3,9,1,34000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100075,201710,52.75,0.9075,1,3,9,1,53000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100076,201710,52.75,0.9075,1,3,9,1,50000,1300,3,9,9,9,R,R,R,R,9,9,9,9
17100077,201710,52.75,0.9075,1,3,9,1,48000,900,3,9,9,9,R,R,R,R,9,9,9,9
17100078,201710,52.75,0.9075,1,3,9,1,50000,1200,3,9,9,9,R,I,R,R,9,9,9,9
17100079,201710,52.75,0.9075,1,3,9,1,45000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100080,201710,52.75,0.9075,1,3,9,1,44000,900,3,9,9,9,I,I,I,I,9,9,9,9
17100081,201710,52.75,0.9075,1,3,9,1,50000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100082,201710,52.75,0.9075,1,3,9,1,52000,1300,3,9,9,9,R,R,R,R,9,9,9,9
17100083,201710,52.75,0.9075,1,3,9,1,52000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100084,201710,52.75,0.9075,1,3,9,1,52000,1200,3,9,9,9,I,I,I,I,9,9,9,9
17100085,201710,52.75,0.9075,1,3,9,1,54000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100086,201710,52.75,0.9075,1,3,9,1,40000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100087,201710,52.75,0.9075,1,3,9,1,45000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100088,201710,52.75,0.9075,1,3,9,1,37000,700,1,9,9,9,R,R,R,R,9,9,9,9
17100089,201710,52.75,0.9075,1,3,9,1,34000,900,3,9,9,9,R,R,R,R,9,9,9,9
17100090,201710,52.75,0.9075,1,3,9,1,58000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100091,201710,52.75,0.9075,1,3,9,1,40000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100092,201710,52.75,0.9075,1,3,9,1,25700,700,1,9,9,9,R,R,R,R,9,9,9,9
17100093,201710,52.75,0.9075,1,3,9,1,35000,1100,3,9,9,9,R,R,R,R,9,9,9,9
17100094,201710,52.75,0.9075,1,3,9,1,42000,700,1,9,9,9,R,I,I,I,9,9,9,9
17100095,201710,52.75,0.9075,1,3,9,1,52000,1200,3,9,9,9,R,I,I,I,9,9,9,9
17100096,201710,52.75,0.9075,1,3,9,1,45000,1000,1,9,9,9,I,I,I,I,9,9,9,9
17100097,201710,52.75,0.9075,1,3,9,1,44000,1000,1,9,9,9,R,R,R,R,9,9,9,9
17100098,201710,52.75,0.9075,1,3,9,1,25700,900,3,9,9,9,R,R,R,R,9,9,9,9
17100099,201710,52.75,0.9075,1,3,9,1,48000,1100,3,9,9,9,I,I,I,I,9,9,9,9
17100100,201710,52.75,0.9075,1,3,9,1,39000,1000,1,9,9,9,R,R,R,R,9,9,9,9
17100101,201710,52.75,0.9075,1,3,9,1,58000,1200,3,9,9,9,R,R,R,R,9,9,9,9
17100102,201710,52.75,0.9075,1,3,9,1,54000,1300,3,9,9,9,I,I,I,I,9,9,9,9
17100103,201710,52.75,0.9075,2,3,2,1,44000,900,3,3,3,1,I,I,I,I,I,I,I,I
17100104,201710,52.75,0.9075,2,3,2,1,40000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17100105,201710,52.75,0.9075,2,3,2,1,57000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17100106,201710,52.75,0.9075,2,3,2,1,55000,1300,3,3,3,1,R,I,R,R,R,R,R,R
17100107,201710,52.75,0.9075,2,3,2,1,33000,1000,1,3,3,1,R,R,R,R,R,R,R,R
17100108,201710,52.75,0.9075,2,3,3,1,45000,1000,1,3,3,1,R,I,I,I,I,I,I,I
17100109,201710,52.75,0.9075,2,3,2,1,55000,700,1,1,3,1,R,R,R,R,R,R,R,R
17100110,201710,52.75,0.9075,2,3,2,1,45000,1000,1,3,3,1,I,I,I,I,I,I,I,I
17100111,201710,52.75,0.9075,2,3,2,1,32000,700,1,3,2,1,R,I,I,I,I,I,I,I
17100112,201710,52.75,0.9075,2,3,2,1,32000,1000,3,3,3,1,R,R,R,R,R,R,R,R
17100113,201710,52.75,0.9075,2,3,3,1,33000,700,1,3,3,1,R,R,R,R,R,R,R,R
17100114,201710,52.75,0.9075,2,3,2,1,48000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17100115,201710,52.75,0.9075,2,3,2,1,44000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17100116,201710,52.75,0.9075,2,3,2,1,50000,1200,3,3,3,1,R,R,R,R,R,R,R,R
17100117,201710,52.75,0.9075,2,3,2,1,53000,1200,3,3,3,1,I,I,I,I,I,I,I,I
17100118,201710,52.75,0.9075,2,3,2,1,52000,1200,3,3,3,1,I,I,I,I,I,I,I,I
17100119,201710,52.75,0.9075,2,3,2,1,46000,1000,3,3,2,1,I,I,I,I,I,I,I,I
17100120,201710,52.75,0.9075,2,3,2,1,47000,1000,1,3,3,1,I,I,I,I,I,I,I,I
17100121,201710,52.75,0.9075,2,3,1,1,55000,1300,3,3,3,1,R,I,I,I,I,I,I,I
17100122,201710,52.75,0.9075,2,3,2,1,33000,900,3,3,3,1,R,R,R,R,R,R,R,R
17100123,201710,52.75,0.9075,2,3,2,1,34000,1100,3,3,3,1,R,R,R,R,R,R,R,R
17100124,201710,52.75,0.9075,2,3,2,1,71500,1200,3,1,2,1,R,R,R,R,R,R,R,R
17100125,201710,52.75,0.9075,2,3,1,1,45000,1000,1,3,1,9,I,I,I,I,I,I,I,I
17100126,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100127,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100128,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100129,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100130,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100131,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100132,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100133,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100134,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100135,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100136,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100137,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100138,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100139,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100140,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100141,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100142,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100143,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100144,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100145,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100146,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100147,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100148,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100149,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100150,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100151,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100152,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100153,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100154,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100155,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100156,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100157,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100158,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100159,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100160,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100161,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100162,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100163,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100164,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100165,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100166,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100167,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100168,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100169,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100170,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100171,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100172,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100173,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100174,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100175,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100176,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100177,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100178,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100179,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100180,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100181,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100182,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100183,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100184,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100185,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100186,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100187,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100188,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100189,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100190,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100191,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100192,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100193,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100194,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100195,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100196,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100197,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100198,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100199,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100200,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100201,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100202,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100203,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100204,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100205,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100206,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100207,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100208,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100209,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100210,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100211,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100212,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100213,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100214,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100215,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100216,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100217,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100218,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100219,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100220,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100221,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100222,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100223,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100224,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100225,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100226,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100227,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100228,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100229,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100230,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100231,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100232,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100233,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100234,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100235,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100236,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100237,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100238,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100239,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100240,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100241,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100242,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100243,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
