control,shipmonth,weight,wgtadj,status,region,titled,sections,price,sqft,bedrooms,location,foundation,secured,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
17100244,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100245,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100246,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100247,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100248,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100249,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100250,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100251,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100252,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100253,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100254,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100255,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100256,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100257,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100258,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100259,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100260,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100261,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100262,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100263,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100264,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100265,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100266,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100267,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100268,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100269,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100270,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100271,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100272,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100273,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100274,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100275,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100276,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100277,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100278,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100279,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100280,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100281,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100282,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100283,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100284,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100285,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100286,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100287,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100288,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100289,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100290,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100291,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100292,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100293,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100294,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100295,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100296,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100297,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100298,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100299,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100300,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100301,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100302,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100303,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100304,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100305,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100306,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100307,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100308,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100309,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100310,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100311,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100312,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100313,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100314,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100315,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100316,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100317,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100318,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100319,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100320,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100321,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100322,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100323,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100324,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100325,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100326,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100327,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100328,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100329,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100330,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100331,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100332,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100333,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100334,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100335,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100336,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100337,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100338,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100339,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100340,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100341,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100342,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100343,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100344,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100345,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100346,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100347,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100348,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100349,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100350,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100351,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100352,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100353,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100354,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100355,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100356,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100357,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100358,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100359,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100360,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100361,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100362,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100363,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100364,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100365,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100366,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100367,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100368,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100369,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100370,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100371,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100372,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100373,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100374,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100375,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100376,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100377,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100378,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100379,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100380,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100381,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100382,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100383,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100384,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100385,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100386,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100387,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100388,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100389,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100390,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100391,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100392,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100393,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100394,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100395,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100396,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100397,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100398,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100399,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100400,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100401,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100402,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100403,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100404,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100405,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100406,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100407,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100408,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100409,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100410,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100411,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100412,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100413,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100414,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100415,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100416,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100417,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100418,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100419,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100420,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100421,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100422,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100423,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100424,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100425,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100426,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100427,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100428,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100429,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100430,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100431,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100432,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100433,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100434,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100435,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100436,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100437,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100438,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100439,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100440,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100441,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100442,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100443,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100444,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100445,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100446,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100447,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100448,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100449,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100450,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100451,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100452,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100453,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100454,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100455,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100456,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100457,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100458,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100459,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100460,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100461,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100462,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100463,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100464,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100465,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100466,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100467,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100468,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100469,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100470,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100471,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100472,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100473,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100474,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100475,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100476,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100477,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100478,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100479,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100480,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100481,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100482,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100483,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100484,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100485,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100486,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100487,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100488,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100489,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100490,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100491,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100492,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100493,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100494,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100495,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100496,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100497,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100498,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100499,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100500,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100501,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100502,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100503,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100504,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100505,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100506,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100507,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100508,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100509,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17100510,201710,1.0,0.9075,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
